id	uf	municipio	total	quantidade	percentual
617	BA	UMBURANAS	108	15	75.00
618	BA	UNA	635	30	92.91
619	BA	URANDI	416	111	66.83
620	BA	URUCUCA	615	62	83.74
621	BA	UTINGA	372	54	74.73
622	BA	VALENCA	2463	297	82.18
623	BA	VALENTE	723	198	66.94
624	BA	VARZEA DA ROCA	187	66	60.96
625	BA	VARZEA DO POCO	145	47	64.83
626	BA	VARZEA NOVA	373	63	78.55
627	BA	VARZEDO	249	31	85.14
628	BA	VERA CRUZ	779	36	91.91
629	BA	VERA CUZ	1	0	100.00
630	BA	VEREDA	82	13	80.49
631	BA	VITORIA DA CNQUISTA	1	0	100.00
632	BA	VITORIA DA CONQUISTA	14100	3677	69.48
633	BA	WAGNER	121	17	83.47
634	BA	WANDERLEY	214	37	73.36
635	BA	WENCESLAU GUIMARAES	214	21	86.92
636	BA	XIQUE-XIQUE	1023	184	76.44
637	CE	ABAIARA	232	63	70.69
638	CE	ACARAPE	762	139	79.13
639	CE	ACARAU	2253	665	64.94
640	CE	ACOPIARA	1417	393	70.78
641	CE	AIUABA	283	47	79.86
642	CE	ALCANTARAS	320	47	83.13
643	CE	ALTANEIRA	238	75	64.29
644	CE	ALTO SANTO	334	85	72.16
645	CE	AMONTADA	1133	263	75.11
646	CE	ANTONINA DO NORTE	178	78	53.93
647	CE	APUIARES	497	98	76.06
648	CE	AQUIRAZ	1688	411	72.39
649	CE	ARACAI	1	0	100.00
650	CE	ARACANAU	1	1	0.00
651	CE	ARACATI	2608	618	71.70
652	CE	ARACOIABA	1054	197	78.37
653	CE	ARARENDA	242	25	89.67
654	CE	ARARIPE	452	69	81.19
655	CE	ARATUBA	583	86	84.22
656	CE	ARNEIROZ	203	106	46.80
657	CE	ASSARE	539	208	53.25
658	CE	AURORA	1017	327	64.90
659	CE	BAIXIO	323	51	81.42
660	CE	BANABUIU	464	141	68.32
661	CE	BARBALHA	2626	511	75.82
662	CE	BARREIRA	782	68	91.05
663	CE	BARRO	934	318	62.74
664	CE	BARROQUINHA	474	73	83.12
665	CE	BATURITE	1703	366	76.92
666	CE	BEBERIBE	1627	361	74.37
667	CE	BELA CRUZ	933	223	74.38
668	CE	BOA VIAGEM	1426	404	68.79
669	CE	BREJO SANT	1	1	0.00
670	CE	BREJO SANTO	2172	610	69.34
671	CE	CAMOCIM	2528	374	82.71
672	CE	CAMPOS SALES	865	211	69.36
673	CE	CANINDE	3146	659	70.95
674	CE	CAPISTRANO	785	145	78.85
675	CE	CARIDADE	372	68	78.49
676	CE	CARIRE	460	101	76.30
677	CE	CARIRIACU	610	194	64.59
678	CE	CARIUS	483	224	52.80
679	CE	CARNAUBAL	470	206	54.04
680	CE	CASCAVEL	2561	508	77.31
681	CE	CATARINA	246	71	69.51
682	CE	CATUNDA	200	35	70.00
683	CE	CAUCAIA	11672	2758	71.49
684	CE	CEDRO	967	341	62.46
685	CE	CHAVAL	525	59	86.67
686	CE	CHORO	377	54	80.64
687	CE	CHOROZINHO	447	68	84.12
688	CE	COREAU	841	263	66.47
689	CE	CRATEUS	2690	898	60.33
690	CE	CRATO	6636	1699	67.56
691	CE	CROATA	431	124	69.84
692	CE	CRUZ	768	222	64.58
693	CE	DEPUTADO IRAPUAN PINHEIRO	297	92	67.00
694	CE	ERERE	175	38	77.71
695	CE	EUSEBIO	1489	359	70.85
696	CE	FARIAS BRITO	1131	251	74.71
697	CE	FORQUILHA	766	181	73.89
698	CE	FORTALEA	2	0	100.00
699	CE	FORTALEZA	126563	38273	64.13
700	CE	FORTEZA	1	0	100.00
701	CE	FORTIM	492	95	79.27
702	CE	FRECHEIRINHA	274	116	55.84
703	CE	GENERAL SAMPAIO	199	24	86.43
704	CE	GRACA	434	190	55.30
705	CE	GRANJA	1154	223	78.42
706	CE	GRANJEIRO	214	47	75.23
707	CE	GROAIRAS	356	123	63.48
708	CE	GUAIUBA	468	75	81.41
709	CE	GUARACIABA DO NORTE	1190	350	68.57
710	CE	GUARAMIRANGA	274	14	93.07
711	CE	HIDROLANDIA	464	155	63.58
712	CE	HORIZONTE	2019	397	75.04
713	CE	IBARETAMA	416	71	80.05
714	CE	IBIAPINA	818	206	71.39
715	CE	IBICUITINGA	437	146	64.30
716	CE	ICAPUI	1091	283	70.85
717	CE	ICO	1806	533	68.22
718	CE	IGUATU	4713	1759	58.31
719	CE	INDEPENDENCIA	981	287	66.26
720	CE	IPAPORANGA	252	66	69.84
721	CE	IPAUMIRIM	485	143	67.42
722	CE	IPU	1365	424	64.76
723	CE	IPUEIRAS	1204	358	56.23
724	CE	IRACEMA	427	186	54.10
725	CE	IRAUCUBA	761	120	75.82
726	CE	ITAICABA	310	75	72.26
727	CE	ITAITINGA	837	155	74.79
728	CE	ITAPAGE	1629	350	75.38
729	CE	ITAPIPOCA	4096	914	74.78
730	CE	ITAPIUNA	775	132	78.19
731	CE	ITAREMA	1080	275	71.39
732	CE	ITATIRA	472	37	90.89
733	CE	JAGUARETAMA	545	59	74.68
734	CE	JAGUARIBARA	276	46	81.88
735	CE	JAGUARIBE	1335	383	69.29
736	CE	JAGUARUANA	1464	545	60.31
737	CE	JARDIM	1040	143	84.04
738	CE	JATI	297	86	54.55
739	CE	JIJOCA DE JERICOACOARA	576	136	74.31
740	CE	JUAZEIRO DO NORTE	12734	3963	63.17
741	CE	JUAZEIRO DO ORTE	1	0	100.00
742	CE	JUCAS	643	249	59.10
743	CE	LAVRAS DA MANGABEIRA	1131	366	63.66
744	CE	LIMOEIRO DO NORTE	3012	1134	56.87
745	CE	MADALENA	492	87	80.69
746	CE	MARACANAU	9105	2265	70.46
747	CE	MARANGUAPE	3315	866	69.35
748	CE	MARCO	580	114	78.10
749	CE	MARTINOPOLE	382	62	82.20
750	CE	MASSAPE	1258	180	83.47
751	CE	MAURITI	1743	589	63.11
752	CE	MERUOCA	595	93	81.34
753	CE	MILAGRES	870	306	61.95
754	CE	MILHA	401	192	49.13
755	CE	MIRAIMA	450	97	76.44
756	CE	MISSAO VELHA	936	275	67.52
757	CE	MOMBACA	767	296	58.93
758	CE	MONSENHOR TABOSA	514	117	75.29
759	CE	MORADA NOVA	2452	931	59.26
760	CE	MORAUJO	374	74	78.61
761	CE	MORRINHOS	603	212	61.36
762	CE	MUCAMBO	541	157	69.32
763	CE	MULUNGU	425	32	91.76
764	CE	NOVA OLINDA	517	120	74.08
765	CE	NOVA RUSSAS	1190	274	76.13
766	CE	NOVO ORIENTE	647	168	70.17
767	CE	OCARA	968	180	77.27
768	CE	OROS	385	136	62.34
769	CE	PACAJUS	2368	412	80.57
770	CE	PACATUBA	2071	447	75.76
771	CE	PACOTI	565	63	87.43
772	CE	PACUJA	279	72	73.48
773	CE	PALHANO	263	78	68.06
774	CE	PALMACIA	374	40	87.70
775	CE	PARACURU	1127	143	82.61
776	CE	PARAIPABA	1169	313	69.55
777	CE	PARAMBU	852	288	63.73
778	CE	PARAMOTI	347	74	76.66
779	CE	PCAJUS	1	0	100.00
780	CE	PEDRA BRANCA	1017	306	66.76
781	CE	PENAFORTE	377	94	73.21
782	CE	PENTECOSTE	1167	210	78.41
783	CE	PEREIRO	834	269	64.15
784	CE	PINDORETAMA	682	67	88.42
785	CE	PIQUET CARNEIRO	228	106	51.32
786	CE	PIRES FERREIRA	340	107	67.06
787	CE	PORANGA	414	117	68.60
788	CE	PORTEIRAS	668	135	77.84
789	CE	POTENGI	301	100	59.80
790	CE	POTIRETAMA	125	67	46.40
791	CE	QUITERIANOPOLIS	298	59	76.17
792	CE	QUIXADA	3364	828	71.20
793	CE	QUIXELO	356	130	62.92
794	CE	QUIXERAMOBIM	2333	509	75.10
795	CE	QUIXERE	711	305	51.76
796	CE	REDENCAO	2231	309	82.92
797	CE	RERIUTABA	471	196	56.48
798	CE	RUSSAS	2417	895	59.00
799	CE	SABOEIRO	283	105	62.19
800	CE	SALITRE	245	67	69.80
801	CE	SANTA QUITERIA	1408	269	77.84
802	CE	SANTANA DO ACARAU	793	237	68.22
803	CE	SANTANA DO CARIRI	493	152	67.55
804	CE	SAO BENEDITO	1873	548	69.51
805	CE	SAO GONCALO DO AMARANTE	1728	289	76.97
806	CE	SAO JOAO DO JAGUARIBE	228	79	63.16
807	CE	SAO LUIS DO CURU	304	91	68.09
808	CE	SENADOR POMPEU	804	278	63.18
809	CE	SENADOR SA	213	17	90.14
810	CE	SOBRAL	10637	2432	73.32
811	CE	SOLONOPOLE	374	144	57.49
812	CE	TABULEIRO DO NORTE	1259	567	52.34
813	CE	TAMBORIL	861	258	67.83
814	CE	TARRAFAS	113	54	50.44
815	CE	TAUA	2201	824	58.61
816	CE	TEJUCUOCA	309	27	87.70
817	CE	TIANGUA	2386	587	70.03
818	CE	TRAIRI	1789	337	75.63
819	CE	TURURU	501	40	91.62
820	CE	UBAJARA	1270	327	72.44
821	CE	UMARI	233	93	57.51
822	CE	UMIRIM	311	39	86.82
823	CE	URUBURETAMA	672	149	76.93
824	CE	URUOCA	441	86	77.55
825	CE	VARJOTA	498	122	70.88
826	CE	VARZEA ALEGRE	1342	541	56.86
827	CE	VICOSA DO CEARA	1545	172	87.18
828	DF	BASILIA	1	1	0.00
829	DF	BRAILIA	1	0	100.00
830	DF	BRASILA	1	0	100.00
831	DF	BRASILIA	89525	26948	63.29
832	DF	BRASLIA	1	1	0.00
833	DF	BRSILIA	1	1	0.00
834	ES	AFONSO CLAUDIO	912	455	46.16
835	ES	AGUA DOCE DO NORTE	445	152	55.06
836	ES	AGUA DOCE O NORTE	1	1	0.00
837	ES	AGUIA BRANCA	189	79	57.67
838	ES	ALEGRE	1173	705	36.66
839	ES	ALFREDO CHAVES	340	225	32.94
840	ES	ALTO RIO NOVO	248	92	53.63
841	ES	ANCHIETA	667	286	53.37
842	ES	AO MATEUS	1	0	100.00
843	ES	APIACA	108	58	43.52
844	ES	ARACRUZ	3868	1266	64.97
845	ES	ATILIO VIVACQUA	205	94	52.68
846	ES	BAIXO GUANDU	925	354	59.46
847	ES	BARRA DE SAO FRANCISCO	891	340	59.15
848	ES	BOA ESPERANCA	392	113	68.37
849	ES	BOM JESUS DO NORTE	234	133	37.18
850	ES	BREJETUBA	260	137	40.77
851	ES	CACHOEIRO DE ITAPEMIRIM	6296	2853	50.86
852	ES	CARIACCA	1	0	100.00
853	ES	CARIACICA	12468	3594	67.51
854	ES	CASTELO	1112	692	35.07
855	ES	COLATINA	3903	1845	51.17
856	ES	CONCEICAO DA BARRA	1039	199	77.96
857	ES	CONCEICAO DO CASTELO	310	181	40.65
858	ES	DIVINO DE SAO LOURENCO	93	59	33.33
859	ES	DOMINGOS MARTINS	1130	714	34.07
860	ES	DORES DO RIO PRETO	178	134	23.03
861	ES	ECOPORANGA	624	106	79.81
862	ES	FUNDAO	541	209	59.52
863	ES	GOVERNADOR LINDENBERG	234	155	32.91
864	ES	GUACUI	791	502	35.40
865	ES	GUARAPARI	3336	1276	58.03
866	ES	IBATIBA	453	277	35.76
867	ES	IBIRACU	425	162	58.82
868	ES	IBITIRAMA	159	117	25.16
869	ES	ICONHA	402	282	25.62
870	ES	IRUPI	195	137	26.15
871	ES	ITAGUACU	449	210	51.45
872	ES	ITAPEMIRIM	968	436	50.72
873	ES	ITARANA	372	192	46.77
874	ES	IUNA	671	447	30.70
875	ES	JAGUARE	642	222	61.99
876	ES	JERONIMO MONTEIRO	391	221	41.43
877	ES	JOAO NEIVA	644	336	45.96
878	ES	LARANJA DA TERRA	238	172	27.31
879	ES	LINHARES	3716	1327	61.14
880	ES	MANTENOPOLIS	400	136	58.00
881	ES	MARATAIZES	1336	715	43.64
882	ES	MARECHAL FLORIANO	657	412	36.38
883	ES	MARILANDIA	356	243	30.06
884	ES	MIMOSO DO SUL	697	368	44.05
885	ES	MONTANHA	486	125	68.11
886	ES	MUCURICI	153	25	82.35
887	ES	MUNIZ FREIRE	492	248	47.15
888	ES	MUQUI	467	207	53.32
889	ES	NOVA VENECIA	1689	861	47.42
890	ES	PANCAS	383	135	61.36
891	ES	PEDRO CANARIO	840	157	77.62
892	ES	PINHEIROS	689	140	76.78
893	ES	PIUMA	636	258	55.03
894	ES	PONTO BELO	221	29	83.26
895	ES	PRESIDENTE KENNEDY	215	83	57.21
896	ES	RIO BANANAL	399	253	35.34
897	ES	RIO NOVO DO SUL	333	171	46.25
898	ES	SANTA LEOPOLDINA	205	107	46.34
899	ES	SANTA MARIA DE JETIBA	1031	807	20.37
900	ES	SANTA TERESA	895	566	35.53
901	ES	SAO DOMINGOS DO NORTE	194	97	48.45
902	ES	SAO GABRIEL DA PALHA	841	483	41.74
903	ES	SAO JOSE DO CALCADO	244	124	47.95
904	ES	SAO MATEUS	5642	1448	70.90
905	ES	SAO ROQUE DO CANAA	277	211	23.10
906	ES	SERRA	16625	4577	68.12
907	ES	SOORETAMA	578	163	64.53
908	ES	VARGEM ALTA	581	313	42.69
909	ES	VENDA NOVA DO IMIGRANTE	1109	697	35.08
910	ES	VIANA	1939	542	69.47
911	ES	VILA PAVAO	250	161	34.80
912	ES	VILA VALERIO	286	203	26.92
913	ES	VILA VELA	1	0	100.00
914	ES	VILA VELHA	16310	6258	57.72
915	ES	VITORIA	14813	6085	55.50
916	GO	ABADIA DE GOIAS	172	64	52.33
917	GO	ABADIA DE GOIS	1	0	100.00
918	GO	ABADIANIA	261	106	52.11
919	GO	ACREUNA	307	107	56.35
920	GO	ADELANDIA	34	15	41.18
921	GO	AGUA FRIA DE GOIAS	72	11	79.17
922	GO	AGUA LIMPA	43	25	39.53
923	GO	AGUAS LIDAS DE GOIAS	1	0	100.00
924	GO	AGUAS LINDAS DE GOIAS	2800	598	69.18
925	GO	ALEXANIA	610	193	62.46
926	GO	ALOANDIA	26	14	38.46
927	GO	ALTO HORIZONTE	96	34	59.38
928	GO	ALTO PARAISO DE GOIAS	113	34	61.06
929	GO	ALVORADA DO NORTE	247	56	72.47
930	GO	AMARALINA	69	17	63.77
931	GO	AMERICANO DO BRASIL	86	26	66.28
932	GO	AMORINOPOLIS	67	26	50.75
933	GO	ANAPOLIS	13375	4928	56.67
934	GO	ANHANGUERA	15	9	33.33
935	GO	ANICUNS	335	147	51.04
936	GO	APARECIDA DE GOIANI	1	1	0.00
937	GO	APARECIDA DE GOIANIA	14241	4005	63.68
938	GO	APARECIDA DO RIO DOCE	82	50	39.02
939	GO	APORE	69	34	49.28
940	GO	ARACU	72	20	59.72
941	GO	ARAGARCAS	1619	413	71.65
942	GO	ARAGOIANIA	120	49	49.17
943	GO	ARAGUAPAZ	75	25	53.33
944	GO	ARENOPOLIS	64	25	57.81
945	GO	ARUANA	63	11	79.37
946	GO	AURILANDIA	66	23	57.58
947	GO	AVELINOPOLIS	30	10	50.00
948	GO	BALIZA	82	22	69.51
949	GO	BARRO ALTO	182	57	62.09
950	GO	BELA VISTA DE GOIAS	388	153	50.77
951	GO	BOM JARDIM DE GOIAS	216	70	62.04
952	GO	BOM JESUS DE GOIAS	280	124	50.36
953	GO	BONFINOPOLIS	191	81	51.31
954	GO	BONOPOLIS	74	12	82.43
955	GO	BRAZABRANTES	47	20	55.32
956	GO	BRITANIA	88	29	59.09
957	GO	BURITI ALEGRE	121	72	35.54
958	GO	BURITI DE GOIAS	39	16	38.46
959	GO	BURITINOPOLIS	71	11	77.46
960	GO	CABECEIRAS	193	36	74.09
961	GO	CACHOEIRA ALTA	122	55	45.90
962	GO	CACHOEIRA DE GOIAS	45	16	64.44
963	GO	CACHOEIRA DOURADA	170	78	47.65
964	GO	CACU	284	149	40.49
965	GO	CAIAPONIA	196	56	58.16
966	GO	CALDAS NOVAS	2253	922	53.22
967	GO	CALDAZINHA	50	20	56.00
968	GO	CAMPESTRE DE GOIAS	64	20	65.63
969	GO	CAMPINACU	42	9	66.67
970	GO	CAMPINORTE	212	54	67.45
971	GO	CAMPO ALEGRE DE GOIAS	114	58	46.49
972	GO	CAMPO LIMPO DE GOIAS	94	33	55.32
973	GO	CAMPOS BELOS	351	61	78.06
974	GO	CAMPOS VERDES	103	24	66.99
975	GO	CARMO DO RIO VERDE	303	115	54.13
976	GO	CASTELANDIA	77	24	64.94
977	GO	CATALAO	2631	1402	41.81
978	GO	CATURAI	87	37	40.23
979	GO	CAVALCANTE	179	18	86.03
980	GO	CERES	1110	427	56.94
981	GO	CEZARINA	108	42	54.63
982	GO	CHAPADAO DO CEU	258	122	48.45
983	GO	CIDADE OCIDENTAL	1779	464	66.84
984	GO	COCALZINHO DE GOIAS	305	80	64.92
985	GO	COLINAS DO SUL	43	7	74.42
986	GO	CORREGO DO OURO	34	17	44.12
987	GO	CORUMBA DE GOIAS	312	97	61.22
988	GO	CORUMBAIBA	179	99	40.22
989	GO	CRISTALINA	981	309	62.18
990	GO	CRISTIANOPOLIS	45	18	55.56
991	GO	CRIXAS	271	55	70.48
992	GO	CROMINIA	51	29	31.37
993	GO	CUMARI	101	49	47.52
994	GO	DAMIANOPOLIS	57	23	54.39
995	GO	DAMOLANDIA	87	38	51.72
996	GO	DAVINOPOLIS	25	13	40.00
997	GO	DIORAMA	59	37	27.12
998	GO	DIVINOPOLIS DE GOIAS	79	12	82.28
999	GO	DOVERLANDIA	120	48	45.83
1000	GO	EDEALINA	30	11	56.67
1001	GO	EDEIA	201	85	52.74
1002	GO	ESTRELA DO NORTE	44	17	61.36
1003	GO	FAINA	78	24	61.54
1004	GO	FAZENDA NOVA	88	25	60.23
1005	GO	FIRMINOPOLIS	185	80	50.81
1006	GO	FLORES DE GOIAS	176	30	77.84
1007	GO	FORMOSA	3263	826	66.20
1008	GO	FORMOSO	113	35	64.60
1009	GO	GAMELEIRA DE GOIAS	67	16	65.67
1010	GO	GOIANAPOLIS	268	77	65.67
1011	GO	GOIANDIRA	162	86	42.59
1012	GO	GOIANESIA	1935	583	64.81
1013	GO	GOIANIA	45597	17056	54.53
1014	GO	GOIANIRA	902	250	65.96
1015	GO	GOIAS	647	186	66.92
1016	GO	GOIATUBA	405	230	38.52
1017	GO	GOUVELANDIA	83	28	66.27
1018	GO	GUAPO	257	90	59.92
1019	GO	GUARAITA	83	39	48.19
1020	GO	GUARANI DE GOIAS	59	6	89.83
1021	GO	GUARINOS	22	5	72.73
1022	GO	HEITORAI	58	20	58.62
1023	GO	HIDROLANDIA	294	117	50.68
1024	GO	HIDROLINA	69	19	68.12
1025	GO	IACIARA	160	38	66.88
1026	GO	INACIOLANDIA	134	44	62.69
1027	GO	INDIARA	238	70	60.92
1028	GO	INHUMAS	1492	589	53.55
1029	GO	IPAMERI	616	271	52.11
1030	GO	IPIRANGA DE GOIAS	78	29	57.69
1031	GO	IPORA	786	343	47.33
1032	GO	ISRAELANDIA	67	24	61.19
1033	GO	ITABERAI	665	258	56.69
1034	GO	ITAGUARI	55	15	70.91
1035	GO	ITAGUARU	166	38	74.70
1036	GO	ITAJA	114	57	44.74
1037	GO	ITAPACI	483	144	66.25
1038	GO	ITAPIRAPUA	149	41	66.44
1039	GO	ITAPURANGA	807	311	55.14
1040	GO	ITARUMA	94	51	38.30
1041	GO	ITAUCU	171	72	49.71
1042	GO	ITUMBIARA	2252	1115	45.56
1043	GO	IVOLANDIA	98	34	62.24
1044	GO	JANDAIA	129	36	68.22
1045	GO	JARAGUA	941	332	60.47
1046	GO	JATAI	2185	956	50.02
1047	GO	JAUPACI	62	20	62.90
1048	GO	JESUPOLIS	64	7	87.50
1049	GO	JOVIANIA	83	42	44.58
1050	GO	JUSSARA	398	149	54.27
1051	GO	LAGOA SANTA	60	29	48.33
1052	GO	LEOPOLDO DE BULHOES	146	68	47.95
1053	GO	LUZIANIA	4345	1183	65.43
1054	GO	MAIRIPOTABA	20	11	45.00
1055	GO	MAMBAI	113	32	67.26
1056	GO	MARA ROSA	237	67	65.40
1057	GO	MARZAGAO	87	41	47.13
1058	GO	MATRINCHA	75	26	54.67
1059	GO	MAURILANDIA	131	40	66.41
1060	GO	MIMOSO DE GOIAS	23	3	82.61
1061	GO	MINACU	887	261	66.18
1062	GO	MINEIROS	1167	551	47.73
1063	GO	MOIPORA	58	19	63.79
1064	GO	MONTE ALEGRE DE GOIAS	54	13	70.37
1065	GO	MONTES CLAROS DE GOIAS	175	75	48.57
1066	GO	MONTIVIDIU	145	48	61.38
1067	GO	MONTIVIDIU DO NORTE	157	48	64.97
1068	GO	MORRINHOS	824	461	38.23
1069	GO	MORRO AGUDO DE GOIAS	44	19	52.27
1070	GO	MOSSAMEDES	115	46	55.65
1071	GO	MOZARLANDIA	255	78	65.10
1072	GO	MUNDO NOVO	80	20	68.75
1073	GO	MUTUNOPOLIS	93	20	77.42
1074	GO	NAZARIO	168	61	53.57
1075	GO	NEROPOLIS	681	234	58.59
1076	GO	NIQUELANDIA	649	136	70.57
1077	GO	NOVA AMERICA	58	31	43.10
1078	GO	NOVA AURORA	35	19	42.86
1079	GO	NOVA CRIXAS	145	31	71.03
1080	GO	NOVA GLORIA	207	78	58.45
1081	GO	NOVA IGUACU DE GOIAS	83	23	66.27
1082	GO	NOVA ROMA	49	9	75.51
1083	GO	NOVA VENEZA	236	124	44.07
1084	GO	NOVO BRASIL	92	32	58.70
1085	GO	NOVO GAMA	1881	411	70.49
1086	GO	NOVO PLANALTO	124	27	75.81
1087	GO	ORIZONA	253	159	31.23
1088	GO	OURO VERDE DE GOIAS	139	44	59.71
1089	GO	OUVIDOR	88	50	35.23
1090	GO	PADRE BERNARDO	257	64	69.26
1091	GO	PALESTINA DE GOIAS	34	13	47.06
1092	GO	PALMEIRAS DE GOIAS	533	223	51.59
1093	GO	PALMELO	52	24	48.08
1094	GO	PALMINOPOLIS	124	39	65.32
1095	GO	PANAMA	37	13	56.76
1096	GO	PARANAIGUARA	103	52	43.69
1097	GO	PARAUNA	107	35	59.81
1098	GO	PEROLANDIA	54	25	44.44
1099	GO	PETROLINA DE GOIAS	201	83	52.24
1100	GO	PETROLNA DE GOIAS	1	1	0.00
1101	GO	PILAR DE GOIAS	47	12	65.96
1102	GO	PIRACANJUBA	553	255	47.38
1103	GO	PIRANHAS	254	80	57.48
1104	GO	PIRENOPOLIS	487	177	56.47
1105	GO	PIRES DO RIO	666	332	46.55
1106	GO	PLANALTINA	2289	557	69.77
1107	GO	PONTALINA	353	185	44.48
1108	GO	PORANGATU	1158	286	69.78
1109	GO	PORTEIRAO	32	7	78.13
1110	GO	PORTELANDIA	71	34	47.89
1111	GO	POSSE	741	162	72.60
1112	GO	PROFESSOR JAMIL	69	29	53.62
1113	GO	QUIRINOPOLIS	852	399	49.30
1114	GO	RIALMA	438	138	63.47
1115	GO	RIANAPOLIS	129	46	63.57
1116	GO	RIO QUENTE	65	19	66.15
1117	GO	RIO VERDE	2707	1113	52.60
1118	GO	RUBIATABA	657	310	45.21
1119	GO	SANCLERLANDIA	155	73	49.03
1120	GO	SANTA BARBARA DE GOIAS	101	36	60.40
1121	GO	SANTA CRUZ DE GOIAS	33	12	57.58
1122	GO	SANTA FE DE GOIAS	86	33	58.14
1123	GO	SANTA HELENA DE GOIAS	593	248	51.94
1124	GO	SANTA ISABEL	77	36	49.35
1125	GO	SANTA RITA DO ARAGUAIA	142	45	61.27
1126	GO	SANTA RITA DO NOVO DESTINO	47	16	65.96
1127	GO	SANTA ROSA DE GOIAS	80	46	40.00
1128	GO	SANTA TEREZA DE GOIAS	67	17	74.63
1129	GO	SANTA TEREZINHA DE GOIAS	242	69	68.18
1130	GO	SANTO ANTONIO DA BARRA	41	13	60.98
1131	GO	SANTO ANTONIO DE GOIAS	135	62	51.11
1132	GO	SANTO ANTONIO DO DESCOBERTO	1206	296	67.16
1133	GO	SAO DOMINGOS	99	19	74.75
1134	GO	SAO FRANCISCO DE GOIAS	96	22	69.79
1135	GO	SAO JOAO D ALIANCA	186	54	63.44
1136	GO	SAO JOAO DA PARAUNA	27	17	33.33
1137	GO	SAO LUIS DE MONTES BELOS	835	342	51.26
1138	GO	SAO LUIZ DO NORTE	63	20	60.32
1139	GO	SAO MIGUEL DO ARAGUAIA	465	125	67.31
1140	GO	SAO MIGUEL DO PASSA QUATRO	52	17	61.54
1141	GO	SAO PATRICIO	41	16	58.54
1142	GO	SAO SIMAO	365	154	51.78
1143	GO	SENADOR CANEDO	2376	633	67.21
1144	GO	SERRANOPOLIS	193	59	60.62
1145	GO	SILVANIA	581	268	45.09
1146	GO	SIMOLANDIA	111	20	79.28
1147	GO	SITIO D ABADIA	32	3	78.13
1148	GO	TAQUARAL DE GOIAS	92	33	56.52
1149	GO	TERESINA DE GOIAS	37	5	83.78
1150	GO	TEREZOPOLIS DE GOIAS	115	46	48.70
1151	GO	TRES RANCHOS	66	34	42.42
1152	GO	TRINDADE	2993	947	60.78
1153	GO	TROMBAS	110	25	75.45
1154	GO	TURVANIA	145	41	66.21
1155	GO	TURVELANDIA	62	14	61.29
1156	GO	UIRAPURU	30	11	53.33
1157	GO	URUACU	824	235	65.90
1158	GO	URUANA	382	164	53.40
1159	GO	URUTAI	114	50	51.75
1160	GO	VALPARAISO DE GOIAS	3623	978	66.11
1161	GO	VARJAO	51	21	50.98
1162	GO	VIANOPOLIS	290	126	51.03
1163	GO	VICENTINOPOLIS	94	52	41.49
1164	GO	VILA BOA	64	12	76.56
1165	GO	VILA PROPICIO	105	25	73.33
1166	MA	ACAILANDIA	3742	942	71.54
1167	MA	AFONSO CUNHA	71	6	88.73
1168	MA	AGUA DOCE DO MARANHAO	39	6	71.79
1169	MA	ALCANTARA	393	48	84.99
1170	MA	ALDEIAS ALTAS	412	52	83.25
1171	MA	ALTAMIRA DO MARANHAO	35	4	88.57
1172	MA	ALTO ALEGRE DO MARANHAO	192	24	83.85
1173	MA	ALTO ALEGRE DO PINDARE	293	44	79.86
1174	MA	ALTO PARNAIBA	147	26	79.59
1175	MA	AMAPA DO MARANHAO	39	8	79.49
1176	MA	AMARANTE DO MARANHAO	525	115	76.38
1177	MA	ANAJATUBA	255	85	65.49
1178	MA	ANAPURUS	218	39	79.36
1179	MA	APICUM-ACU	143	14	87.41
1180	MA	ARAGUANA	102	28	70.59
1181	MA	ARAIOSES	286	46	79.37
1182	MA	ARAME	554	107	76.35
1183	MA	ARARI	478	215	53.97
1184	MA	AXIXA	288	54	79.86
1185	MA	BACABAL	3824	837	73.67
1186	MA	BACABEIRA	228	60	70.61
1187	MA	BACURI	238	32	82.77
1188	MA	BACURITUBA	99	10	85.86
1189	MA	BALSAS	1967	470	68.63
1190	MA	BARAO DE GRAJAU	714	105	81.09
1191	MA	BARRA DO CORDA	1595	456	69.15
1192	MA	BARREIRINHAS	819	125	80.95
1193	MA	BELA VISTA DO MARANHAO	72	12	77.78
1194	MA	BELAGUA	52	4	92.31
1195	MA	BENEDITO LEITE	120	23	75.00
1196	MA	BEQUIMAO	309	99	66.67
1197	MA	BERNARDO DO MEARIM	74	16	74.32
1198	MA	BOA VISTA DO GURUPI	91	12	84.62
1199	MA	BOM JARDIM	731	150	76.88
1200	MA	BOM JESUS DAS SELVAS	165	31	79.39
1201	MA	BOM LUGAR	123	51	56.91
1202	MA	BREJO	527	93	77.61
1203	MA	BREJO DE AREIA	47	12	70.21
1204	MA	BURITI	175	39	76.57
1205	MA	BURITI BRAVO	378	63	82.28
1206	MA	BURITICUPU	1861	297	79.85
1207	MA	BURITIRANA	138	31	76.09
1208	MA	CACHOEIRA GRANDE	55	10	80.00
1209	MA	CAJAPIO	64	9	82.81
1210	MA	CAJARI	75	11	82.67
1211	MA	CAMPESTRE DO MARANHAO	325	81	69.85
1212	MA	CANDIDO MENDES	141	35	72.34
1213	MA	CANTANHEDE	207	28	86.47
1214	MA	CAPINZAL DO NORTE	83	19	69.88
1215	MA	CAROLINA	481	108	70.48
1216	MA	CARUTAPERA	343	62	80.76
1217	MA	CAXIAS	8302	1061	83.38
